dong,starbucks,X,Y,subway,pop0,pop10,pop20,pop30,pop40,pop50,pop60,pop70,poptotal,landprice
정릉3동,0,955554.3478,1956846.826,1061.816185,443.8817826,1248.128174,2150.781435,655.3265217,682.9647826,671.6842609,610.4880435,661.4378696,7124.69287,100.33
제기동,0,959082.8571,1953860.429,264.2670153,733.0004143,1148.774586,2160.435043,1518.322857,1545.615429,1813.079014,1992.736614,2667.827071,13579.79103,100.149
조원동,1,947507,1942731,437.8381793,861.1542,1116.38976,2784.48942,2857.11142,2303.975,2379.74902,2227.60858,1903.95282,16434.43022,100.428
종로1.2.3.4가동,1,954771.7877,1952536.43,192.6950817,971.8938156,1140.353631,5856.995335,6153.356218,5249.594777,4071.382207,3178.642955,3887.289838,30509.50878,100.3994828
종로5.6가동,0,956281.5068,1952562.699,193.2026393,464.7634521,1024.422452,3442.530041,3630.244904,3644.550658,4052.805753,3352.87126,3465.929918,23078.11844,100.4294
종암동,1,958992.8571,1955385.905,519.1610915,1493.107452,1928.315143,2433.218619,2311.916333,2406.655167,2401.745357,2310.486762,2625.20269,17910.64752,100.416
중계1동,1,962265,1961252,752.4499227,1361.98238,3274.18654,1980.03532,1736.1226,3186.09258,2650.79158,2059.26952,1962.93912,18211.41964,100.325
중계2.3동,0,961652.2727,1960663.773,198.2352157,2517.430205,3572.614068,3453.027636,3596.538591,4376.249864,4094.365273,3781.521932,4132.845955,29524.59352,100.325
중계4동,0,962605.9524,1962108.524,421.0162968,1338.098929,2371.018143,2006.411119,2064.210405,2810.432857,2687.800762,2403.444595,2545.7995,18227.21631,100.325
중계본동,0,962800,1961158.375,1168.452025,1480.8385,4362.469563,1951.688438,1608.265688,3305.04625,2513.200813,1682.245938,1693.915438,18597.67063,100.325
중곡1동,0,962664.9123,1951433.211,477.8876878,936.469193,890.5070351,1506.91193,1748.544158,1516.494298,1634.690491,1526.939193,1367.839368,11128.39567,100.393
중곡2동,0,963202.9412,1950882.824,283.521859,1328.029235,1469.339353,2917.227559,3192.966971,2564.331088,2648.581088,2474.7335,2221.812559,18817.02135,100.393
중곡3동,0,963037.0968,1952089.323,367.4660387,1111.779194,1190.885032,1329.073,1588.794839,1521.989258,1673.192258,1564.818645,1515.303548,11495.83577,100.393
중곡4동,0,963565.8537,1951341.683,396.863153,1609.452659,1927.481805,2097.686927,2347.890829,2254.727488,2404.42761,2275.587415,2080.343732,16997.59846,100.393
중림동,0,952970.6897,1951104.172,297.7768715,822.854931,1189.144414,2646.951828,3165.281103,2976.768517,2472.433379,2034.256897,2100.471138,17408.16221,100.5065
중앙동,1,951443.3333,1942745.667,280.8172815,1203.447667,1796.982467,5139.0158,3566.6168,2718.0914,2815.025933,2885.294733,3010.214733,23134.68953,100.36
중화1동,0,962911.1111,1955712.889,238.1968828,1513.214778,1357.510722,1868.359444,1943.776778,1923.732111,2369.500667,2159.621889,2078.6645,15214.38089,100.353
중화2동,0,962597.0588,1955400.471,250.010211,1072.865029,1111.139353,1660.9625,1644.119382,1660.031971,1969.598265,1833.332324,1825.017088,12777.06591,100.353
증산동,0,947803.3333,1953955.667,205.9176139,879.8911333,1106.363667,1225.683067,1396.639067,1433.668,1499.214133,1497.070467,1666.3446,10704.87413,100.348
진관동,1,949363.4146,1960274.61,1072.992232,708.263892,917.5116446,807.7721533,1013.250129,1176.347519,996.1433519,949.8778293,1155.23216,7724.398679,100.343
창1동,1,959878.5714,1961115.071,262.3934429,1319.371,1766.053429,1970.491214,2157.690143,2320.250679,2380.792857,2246.872679,2254.630357,16416.15236,100.295
창2동,0,958883.3333,1960426.778,601.1490147,1277.692667,1589.718778,2277.032,2422.066111,2430.803,2613.311333,2554.884222,2663.483556,17828.99167,100.295
창3동,0,959220,1959949,1014.968174,1006.2464,1143.596,1201.1356,1290.1954,1439.3066,1457.0012,1515.9388,1556.2278,10609.6478,100.295
창4동,0,960586.9565,1961140.304,308.1084559,980.5127609,1473.671196,1737.889239,1894.731152,2123.432261,2249.559783,1999.115022,2448.941587,14907.853,100.295
창5동,1,959469.4444,1961736.5,538.4202182,1294.165806,1665.366222,1801.869167,1968.938361,1992.277528,2178.906556,2092.853556,2225.394667,15219.77186,100.295
창신1동,0,957097.1429,1952583.286,122.4580143,831.2394857,1355.660314,3131.3256,3675.140857,3516.230314,3495.975829,3187.7902,3143.406714,22336.76931,100.395
창신2동,0,956700,1952624,83.73921494,650.879,1338.5045,3495.885,3831.0265,4132.647,4823.322,4146.699,4269.551,26688.514,100.395
창신3동,0,957050,1953674,221.1251324,954.3825,1341.7535,1468.1775,1612.726,1711.4845,1604.503,1180.709,1461.9395,11335.6755,100.395
천연동,0,952158.3333,1952749,245.9323645,1365.791,1605.177833,1683.244833,1829.704333,2115.212167,2068.690167,2088.365,2656.3315,15412.51683,100.326
천호1동,0,968221.4286,1949749,242.65594,1935.288714,2612.32,2930.796857,3208.114571,3164.326,3517.277714,3317.311,3129.090286,23814.52514,100.629
천호2동,1,966741.9355,1949337.71,338.9448205,1649.797806,1917.396468,3372.320435,3328.37229,3102.331935,3402.196919,3187.165613,3012.019935,22971.6014,100.629
천호3동,1,967289.1304,1948685.957,166.6176746,2448.28613,2768.987478,5831.115652,5165.56087,4313.868261,4699.934609,4501.628435,3970.394957,33699.77639,100.629
청구동,0,956936.3636,1951053.545,154.8327813,1158.322455,1411.841,2240.557727,2394.872273,2296.529,2154.948182,2035.473091,2572.481273,16265.025,100.463
청담동,1,960053.5256,1947135.218,336.6285702,975.8427756,1149.38866,2808.943038,3152.923731,2406.452141,1946.693808,1901.223833,1788.638891,16130.10688,100.45
청량리동,0,959762.1212,1954268.697,443.8329809,677.0258788,1025.585182,1852.072242,1655.285636,1635.504485,1804.879212,1980.185909,2564.65303,13195.19158,100.205
청룡동,1,951223.3333,1942412.333,283.224551,1417.693733,2401.846,6320.080867,3905.830267,3097.9398,3086.758467,2907.928467,2899.652067,26037.72967,100.36
청림동,0,952023.6842,1943449,652.0284792,1645.108842,1723.910158,2418.954737,2828.763368,2755.608053,2459.284053,2662.498105,2786.975316,19281.10263,100.36
청운효자동,0,953454.0323,1953782.065,685.5801005,508.7668065,758.6524839,1333.34,1420.550032,1327.535145,1011.096,720.8117742,816.9975,7897.749742,100.4014
청파동,1,953002,1950315,396.0674262,656.59404,1042.43036,1874.19388,1938.97876,1798.03336,1677.10552,1505.80408,1554.04432,12047.18432,100.332
충현동,1,952732.6923,1951574,140.148352,1140.438846,1963.014346,4470.049577,5561.369077,5358.946654,4012.146077,2985.8025,3224.438538,28716.20562,100.3856
평창동,1,953467.3913,1956672.913,2806.734677,285.9113478,441.9868261,508.5565652,606.6633478,695.0876957,763.5535217,675.7220435,770.0142174,4747.495565,100.404
풍납1동,0,966124.1379,1948581.759,570.1569369,1267.539828,1438.432966,1701.78,1998.625138,1955.104931,2014.226448,1948.022552,1682.131069,14005.86293,100.469
풍납2동,0,965813.3333,1947630.333,680.6367635,819.7238133,776.7687467,1532.587467,2144.78716,1964.075707,1801.20836,1600.93188,1362.98012,12003.06325,100.469
필동,1,955221.875,1951372.438,200.2706297,771.0109688,1108.155656,2762.616687,2892.584094,2711.224719,2246.123063,1742.089844,1975.242781,16209.04781,100.4271818
하계1동,0,962273.6486,1959984.135,477.1244887,955.9985811,2479.576135,2615.796784,2181.479757,2904.859865,3038.069365,2495.766135,2785.259149,19456.80577,100.324
하계2동,0,961696.1538,1959572.077,198.8795511,1342.244308,2805.618846,2929.406077,2757.186231,3676.228846,3619.033,2891.775308,3193.086077,23214.57869,100.324
한강로동,1,952987.2549,1947953.902,233.4795067,988.1250196,1096.024647,2528.301716,2898.042353,2665.493539,2118.643755,1782.178569,2135.284216,16212.09381,100.3814
한남동,1,956217.4242,1948845.591,386.2309301,494.8009773,559.4227348,1494.581795,1537.617697,1199.629583,1049.057402,1009.151288,1087.642371,8431.903848,100.505
합정동,1,948080.5556,1950104.556,206.8789389,1412.830889,1355.297333,3889.640611,3629.550667,2700.447278,2300.870222,1994.537444,2069.117056,19352.2915,100.385
행당1동,0,958982.9787,1951239.426,209.1724284,1514.76517,2421.642617,4688.027936,3808.467213,3367.547362,3131.694723,2843.982957,3128.342511,24904.47049,100.308
행당2동,0,958537.5,1950967.75,315.8733105,1757.316375,2057.7965,2067.61025,2759.83425,2761.766,2450.27875,2360.923625,2593.96225,18809.488,100.308
행운동,0,952062.8571,1942480.429,239.6371088,1412.274371,1927.529714,5566.022971,3967.935971,2851.169257,2815.435086,2912.351486,2959.590114,24412.30897,100.36
혜화동,0,955952.5,1954239,293.0936229,1091.39475,2539.5539,4694.4154,2735.99375,2495.11645,2127.332,1889.04695,2034.5179,19607.3711,100.4036
홍은1동,0,950746.6667,1955087.333,466.8042566,905.2641667,1180.657633,1268.898067,1383.755233,1588.458933,1772.4584,1708.343867,2016.283633,11824.11993,100.371
홍은2동,0,949755.0847,1953840.525,1204.308456,998.4481356,1697.774898,1901.481034,1426.590525,1605.999441,1592.875949,1554.323881,1718.547203,12496.04107,100.371
홍제1동,1,950612,1954227,480.2331249,1046.40656,1332.206,1592.71376,1664.3492,1848.2974,1921.3694,1826.43672,2129.70708,13361.48612,100.356
홍제2동,0,951398.2759,1953921.414,236.4822128,1107.128966,1269.741552,1521.980966,1660.082586,1797.585414,1914.818448,1756.594345,2028.168552,13056.10083,100.356
홍제3동,0,951066.0714,1954832.929,337.5520903,1131.7785,1481.24375,1692.439893,1708.960536,2004.538143,2153.514214,2111.048,2517.798143,14801.32118,100.356
화곡1동,1,941552,1948901,454.7734863,1976.38524,1565.10592,2029.23024,2484.509,2048.15748,2113.80192,2166.49044,2032.64316,16416.3234,100.356
화곡2동,0,942825,1948749,699.969185,1403.02,1408.647,1416.2805,1888.792,1797.963,1560.949,1724.6585,1331.9675,12532.2775,100.356
화곡3동,0,941375,1949370.429,311.773247,1749.201,1902.251571,2734.073286,2908.716071,2505.864643,2515.800071,2481.168357,2510.404786,19307.47979,100.356
화곡4동,1,943666.6667,1948090.667,468.3000847,1146.156833,1411.168,1865.978833,2057.213833,1985.166167,1953.754333,1850.147167,1786.939167,14056.52433,100.356
화곡6동,0,942575,1950495.154,935.5337962,849.4811923,1030.116038,2090.317423,2150.129654,1777.021115,1834.633962,1745.631769,1632.787154,13110.11831,100.356
화곡8동,0,942325,1948149,186.3430392,2570.34975,2376.0985,4501.21675,5437.3855,4147.488,3985.627,3774.67525,3448.03225,30240.873,100.356
화곡본동,0,941981.5789,1949488.474,348.95916,1448.919368,1539.233684,2599.293053,2943.582526,2280.862158,2338.688684,2377.496579,2181.240684,17709.31674,100.356
화양동,1,962018.6567,1949315.418,239.2075662,1152.268224,2736.847373,8084.406328,3865.795104,2836.183522,2620.579851,2197.866836,2215.822179,25709.76942,100.244
황학동,1,957657.5,1952104,207.8179897,1303.94025,1153.60475,2170.1911,2461.33775,2184.21835,2354.506,2187.0007,2310.1428,16124.9417,100.496
회기동,1,960559.0909,1954712.636,445.2789681,1160.408273,2223.849364,4866.037818,2559.368182,2246.640909,2184.383545,2094.623818,2371.238909,19706.55082,100.4
회현동,1,953700.625,1950958.375,193.8123497,729.9161375,919.0331625,3863.37895,5499.150175,4746.87395,3604.342613,2770.930238,2984.830475,25118.4557,100.4205
효창동,0,952268.1818,1949185.364,219.463543,1459.145091,1668.804727,2068.223364,2302.850455,2152.705545,2043.750273,2024.715455,2274.932182,15995.12709,100.111
후암동,0,954161.1111,1950295.296,744.0975899,509.401963,608.6708889,963.4366667,1102.040111,1069.480148,1005.479407,911.5783333,975.0202222,7145.107741,100.292
휘경1동,0,961183.9286,1954620.429,268.3032715,1063.042107,1852.657107,4211.01425,2507.163321,2308.714821,2383.590821,2313.451321,2632.567321,19272.20107,100.198
휘경2동,0,961964.7059,1954232.824,894.8148807,906.9953235,1291.196971,1477.045235,1387.097265,1525.701088,1492.756324,1430.715529,1481.731882,10993.23962,100.198
흑석동,1,952641.6667,1945374,376.3105254,673.2756875,984.255875,1825.771396,1246.842583,1208.918792,1171.403479,1196.148188,1286.82125,9593.43725,100.405
