dong,starbucks,X,Y,subway,pop0,pop10,pop20,pop30,pop40,pop50,pop60,pop70,poptotal,landprice,0,1,INTO,FN,FT
옥수동,0,957041.6667,1949374,-0.35945786,2.405935154,0.217237282,0.650470433,1.469104025,1.167669988,1.080004251,1.5375778,2.21416733,24546.27333,-0.460954699,0.519739148,0.480260853,0,FALSE,FALSE
왕십리2?0,957950,1951074,-0.09627875,0.237414644,-0.130282406,-0.632110235,-0.35767294,-0.30591172,-0.2651764,-0.2897421,-0.324805466,13575.4595,-0.637820685,0.667770505,0.332229495,0,,FALSE,FALSE
왕십리도,1,958276.3158,1952047.246,-0.364168748,0.103485292,-0.658362572,-0.288609961,-0.315211291,-0.465174056,-0.366801192,-0.435608215,-0.436776155,13288.79177,-0.481762462,0.561333734,0.438666266,0,TRUE,FALSE
용강동,1,950874.5763,1949225.271,-0.533415487,0.95815437,-0.05361357,0.167355776,1.136252775,1.320306096,0.946145336,0.63086416,0.742271015,20883.75359,-0.866706078,0.359785388,0.640214612,1,FALSE,FALSE
용답동,0,961327.2727,1951476.273,-0.407276704,-1.094919785,-0.948732043,-0.416998509,-0.238759843,-0.06288038,0.230460562,-0.061912394,-0.227430918,13744.16464,-2.692587284,0.70815686,0.29184314,0,FALSE,FALSE
용문동,0,952325,1948874,-0.878966055,0.356573879,-0.319770346,-0.619455643,-0.542549542,-0.444838634,-0.481077644,-0.240991998,0.224487988,13449.30075,-0.315300358,0.653224967,0.346775034,0,FALSE,FALSE
용산2가?1,954297.619,1948699,0.031188971,-2.282389254,-2.062639801,-1.51214046,-1.814548866,-2.147805778,-2.444490513,-2.496994202,-2.402342713,1482.156286,-1.189226405,0.703250417,0.296749583,0,,FALSE,FALSE
용신동,1,958597.7778,1952921.222,-0.642103417,-0.428336263,-0.609918875,-0.315003493,-0.267183682,-0.221872253,0.102842181,0.230439435,0.552064348,14932.91734,-0.512974107,0.661536965,0.338463035,0,TRUE,FALSE
우이동,0,956800,1962341.857,-0.465712958,-1.701043858,-1.436045023,-1.206220349,-1.584707671,-1.719172405,-1.789668278,-1.753481782,-1.58437007,4962.525714,-0.799080848,0.69815448,0.30184552,0,FALSE,FALSE
우장산동,0,941564.6341,1950172.171,-0.540544074,0.796350256,0.978502252,-0.051865021,0.1921344,0.392668462,0.331819687,0.495017006,0.291767372,18229.62993,-0.653426507,0.604687057,0.395312943,0,FALSE,FALSE
원효로1?1,952817.5,1948761.5,-0.332558024,0.870180979,-0.420127201,-0.233807118,0.279126305,0.086361488,-0.242345519,-0.319666446,-0.323912622,15380.73745,-1.022764301,0.499105484,0.500894516,1,,FALSE,FALSE
원효로2?0,951897.3684,1948327.947,0.764745151,-0.307425413,-0.351445816,-0.20514753,0.006382612,-0.025872737,-0.425566729,-0.592092986,-0.334941046,14146.54416,-1.386900154,0.552300054,0.447699946,0,,FALSE,FALSE
월계1동,1,961454.5455,1957453.545,-0.977434951,1.016538888,1.194876826,0.751854865,0.366197444,0.597367117,1.030659386,1.474182775,1.464350145,22184.26855,-0.252877069,0.596796099,0.403203901,0,TRUE,FALSE
월계2동,1,960338.2353,1958757.824,1.261665788,-0.339743724,-0.086333266,-0.921387111,-1.009280483,-0.946879673,-0.969162722,-0.743754008,-0.786432759,10294.826,-0.252877069,0.780406978,0.219593022,0,TRUE,FALSE
월계3동,1,961603.8462,1958256.692,-0.623245415,0.943831177,0.057443026,-0.2649718,-0.093114491,0.103304666,0.297330664,0.334915287,0.207803551,16558.94477,-0.252877069,0.602939333,0.397060667,0,TRUE,FALSE
월곡1동,1,958842.5,1956432.75,0.241558689,-0.004330369,-0.328205381,-0.668869486,-0.579570011,-0.428926006,-0.431026781,-0.323449446,-0.403082939,12682.64073,0.308932533,0.635178498,0.364821502,0,TRUE,FALSE
월곡2동,1,959890.2778,1956289.278,-0.911389043,1.090407111,0.748379193,0.232172408,-0.096685997,0.190681099,0.244278304,0.374227257,0.479256665,18069.03678,0.308932533,0.481188199,0.518811801,1,FALSE,FALSE
위례동,1,968024.0385,1942010.538,1.799929378,-1.791727664,-1.900123385,-1.486568001,-1.689085856,-1.961556869,-2.273552086,-2.426561852,-2.364717224,2393.669923,1.214070224,0.605531963,0.394468037,0,TRUE,FALSE
은천동,0,950602.0833,1942936.5,-0.422716316,0.793303011,0.18949494,0.445010634,0.49460713,0.240282321,0.498853679,0.847468797,0.82411496,19429.94783,-0.242473188,0.572093115,0.427906885,0,FALSE,FALSE
을지로동,1,955510.7595,1952014.823,-0.938434498,-1.287749675,-1.32592853,0.016331098,0.520873679,1.149480538,1.484135483,0.899832158,1.059878729,18765.61559,0.44002144,0.324923964,0.675076036,1,FALSE,FALSE
응봉동,0,958775,1950349,-0.517064903,0.584604617,0.443035751,-0.376779166,0.06152656,0.413265085,-0.015023292,0.095380005,0.283285997,16605.7747,-0.783475026,0.567258463,0.432741537,0,FALSE,FALSE
응암1동,1,948974.1379,1955807.621,-0.226454944,0.22621304,0.247157415,-0.385018152,-0.093680146,0.040411418,-0.032086412,0.020511564,0.196513223,15626.13903,0.610645097,0.544702543,0.455297457,0,TRUE,FALSE
응암2동,0,949100,1954857.333,1.17973057,-1.830264852,-1.892825733,-1.50339077,-1.726382658,-2.0044053,-2.299379837,-2.330158676,-2.205989375,2440.1385,0.610645097,0.651872784,0.348127216,0,FALSE,FALSE
응암3동,0,948381.25,1954542.75,-0.324838089,0.013399443,0.09254929,-0.472619912,-0.349387572,-0.167263969,0.162516278,0.304509058,0.621353335,15478.12088,0.610645097,0.664806559,0.335193441,0,FALSE,FALSE
이문1동,1,961176.3158,1955343.737,-0.383202045,-0.630196263,0.718180455,1.174020921,-0.325397903,-0.45413173,-0.442847796,-0.402535299,-0.162972461,16138.06995,-2.916270737,0.53410575,0.465894251,0,TRUE,FALSE
이문2동,0,961838.8889,1956165.667,-0.310541435,-0.547183164,-0.415503081,-0.703760982,-0.808759217,-0.709590117,-0.771678816,-0.649452119,-0.471454091,11227.47211,-2.916270737,0.799851826,0.200148174,0,FALSE,FALSE
이촌1동,1,952892.5532,1946796.872,0.323945533,-0.288447162,-0.552789288,-0.685838882,-0.460614903,-0.238783195,-0.549639534,-0.403231733,0.385768015,13151.96066,-0.512974107,0.65563563,0.34436437,0,TRUE,FALSE
이촌2동,0,951868.1818,1947562.636,0.96508146,-1.488881615,-1.553870789,-1.133669127,-1.21528807,-1.420769292,-1.666812543,-1.699715472,-1.57805748,5954.404273,-0.512974107,0.675708216,0.324291784,0,FALSE,FALSE
이태원1?1,955116,1948343,-0.633809419,-1.33803928,-0.928378699,1.22595595,0.140393721,-0.694509901,-0.842947596,-0.939722785,-0.635957022,14067.65652,0.485798518,0.176372415,0.823627585,1,,FALSE,FALSE
이태원2?0,954812.5,1948792.75,-0.725012144,-1.465062833,-1.369045307,-0.6986577,-0.960721237,-1.315528337,-1.541788395,-1.498107412,-1.277362099,7591.45625,0.485798518,0.472995342,0.527004658,1,,FALSE,FALSE
이화동,1,956013.6364,1953378.545,-0.356792569,0.10135264,1.056252655,2.333883871,1.428270911,1.108723218,1.033188251,0.798047836,1.282039344,25091.99027,0.121662666,0.132116146,0.867883854,1,FALSE,FALSE
인수동,0,957606.6667,1959559,-0.67438392,-0.427249176,-0.218733785,-0.09340409,-0.320306407,-0.159379014,0.340692044,0.492083336,0.793670761,16067.59433,-0.564993514,0.683529488,0.316470512,0,FALSE,FALSE
인헌동,1,952600,1942015.667,-1.160044799,0.405791908,0.591938658,1.943327397,1.273558053,0.534055947,0.481610498,0.982106289,1.066950044,23156.13667,-0.242473188,0.250889469,0.749110531,1,FALSE,FALSE
일원1동,0,963485.7143,1943909.204,0.408553488,-1.042824288,-0.820311994,-0.825829463,-0.817757757,-0.838334591,-0.751043146,-0.769297837,-0.972488165,9974.450694,-0.138434372,0.668108874,0.331891126,0,FALSE,FALSE
일원2동,0,962947.3214,1944118.643,-0.095125566,-1.469265746,-1.213738365,-1.116167743,-1.078497369,-1.204288189,-1.342871328,-1.378553864,-1.503076873,7128.782982,0.478862251,0.58470902,0.41529098,0,FALSE,FALSE
일원본동,1,963453.0612,1942943.898,-0.280398328,-1.027234353,-0.508057105,-0.638645755,-0.691682264,-0.483006092,-0.484380682,-0.449566021,-0.56304258,11700.27084,-0.138434372,0.610105084,0.389894916,0,TRUE,FALSE
자양1동,1,962760.7143,1948709.714,0.198823045,0.137118831,1.042946389,0.886595859,0.209676149,0.1258976,0.461996738,0.345335913,0.370053298,19145.40939,0.589837334,0.415148288,0.584851712,1,FALSE,FALSE
자양2동,0,963140.7407,1948300.852,-0.054369858,1.302289489,0.869374144,0.491950178,0.590508821,0.734587583,1.181000505,1.123498537,1.272446237,21848.18385,0.589837334,0.513620916,0.486379084,0,FALSE,FALSE
자양3동,1,962085.5263,1948527.947,-0.433984556,0.618643457,0.77367309,0.917902377,0.687050134,0.531540896,0.750678048,0.576953753,0.797060569,20911.94563,0.589837334,0.334477676,0.665522324,1,FALSE,FALSE
자양4동,0,961450,1948845.429,-0.061685778,0.060251049,0.452650562,1.569012789,1.039200955,0.738297203,0.815352673,0.527401274,0.307186815,21645.60757,0.589837334,0.184944483,0.815055517,1,FALSE,TRUE
잠실2동,0,962883.5821,1946094.896,-0.541895834,1.851192677,2.054673845,0.380252901,0.723358736,1.332434815,0.489099916,0.744794447,0.275559124,21868.59867,0.714683912,0.308620207,0.691379793,1,FALSE,TRUE
잠실3동,1,964089.8693,1945715.667,-0.228367496,5.083753284,3.914645701,1.489826991,2.023999852,2.304637487,1.994777246,2.210331452,1.556734447,31878.82097,0.714683912,0.311778946,0.688221054,1,FALSE,FALSE
잠실4동,0,965415.5556,1946900.111,-0.376451096,1.678033978,0.438939355,0.286893436,0.795355085,0.734460397,0.805630969,0.927011122,0.614038276,20744.60932,0.662664504,0.444786721,0.555213279,1,FALSE,TRUE
잠실6동,1,964777.8571,1946271.143,-0.52109696,0.731712257,1.368755922,2.595042491,2.880422818,2.292775574,2.073859135,1.798521321,1.566848912,30593.27136,0.662664504,0.076263534,0.923736466,1,FALSE,FALSE
잠실7동,0,962444.1176,1945509.294,-0.379111632,-0.01640878,0.566620934,-0.238945404,-0.24122721,-0.273678427,-0.413868885,0.082591316,0.278507203,15261.98282,0.714683912,0.600790167,0.399209833,0,FALSE,FALSE
잠실본동,1,963068.8889,1945326.778,-0.360371636,-0.040043142,-0.125977178,-0.270526771,-0.046526032,-0.326883392,-0.265553115,-0.043875014,-0.066955287,14696.21838,0.714683912,0.553200985,0.446799015,0,TRUE,FALSE
잠원동,1,956971.6418,1946278.851,-0.411413366,0.635182687,0.666028424,-0.037561097,0.470507884,1.016994921,0.418149241,0.549209939,0.496958241,19163.42457,0.048835495,0.413242006,0.586757994,1,FALSE,FALSE
장안1동,1,961562.069,1951603.31,-0.365476999,-0.922073591,-0.917710883,-0.283683569,-0.036963437,0.041498188,0.370799285,0.141805239,-0.041239175,14776.00052,2.379304954,0.355436047,0.644563953,1,FALSE,FALSE
장안2동,0,962248.1132,1953086.736,2.426352842,0.640130389,-0.146465177,-0.645686249,-0.397171633,-0.274858023,-0.292310503,-0.117931298,-0.245458215,13873.14877,2.379304954,0.612996837,0.387003164,0,FALSE,FALSE
장위1동,0,959150,1957149,0.429450474,0.753660554,0.60564699,-0.697770474,-0.446860489,-0.260317689,-0.318842406,-0.245572689,-0.235026304,14195.941,0.735491675,0.645934376,0.354065624,0,FALSE,FALSE
장위2동,0,960709.0909,1956910.364,-0.795927513,-0.647198866,-0.629787741,-0.606544818,-0.766325225,-0.649514749,-0.552554765,-0.349250766,-0.153756114,11919.88141,0.735491675,0.581446909,0.418553091,0,FALSE,FALSE
장위3동,0,960693.3333,1957579,0.863618518,-0.746105628,-0.621804606,-0.780222371,-0.938881431,-0.876587528,-0.779658524,-0.644064054,-0.654502541,10433.642,0.735491675,0.672419532,0.327580468,0,FALSE,FALSE
장지동,0,967173.1481,1942439.741,-0.166521871,0.411604465,0.271103283,-0.31034207,-0.034904466,-0.073161009,0.096328846,-0.145600932,-0.413045461,15316.32513,0.111258784,0.546134821,0.453865179,0,FALSE,FALSE
장충동,1,956228.2609,1951168.565,-0.77803873,-1.448721876,-0.59835742,0.173414112,-0.43205093,-0.665074913,-0.910101093,-0.982878041,-0.915667606,11765.02196,0.849934371,0.289157111,0.710842889,1,FALSE,FALSE
전농1동,1,960406.8627,1953214.686,0.087665874,-0.804361785,-0.780083094,-0.598767596,-0.775900166,-0.792989293,-0.678254502,-0.561473327,-0.06450545,11427.28161,1.66143713,0.546767864,0.453232136,0,TRUE,FALSE
